CUSIP,Company_Name,YEAR,FQTR,EPS,Price
KI9XRA8T,Freeman-Williams,2016.0,2.0,,
KI9XRA8T,Freeman-Williams,2016.0,3.0,,
KI9XRA8T,Freeman-Williams,2016.0,4.0,,
JDBUTWI,Aguilar Ltd,2015.0,1.0,0.0,14.17
JDBUTWI,Aguilar Ltd,2015.0,2.0,-0.05,13.9999
JDBUTWI,Aguilar Ltd,2015.0,3.0,-0.11,14.26
JDBUTWI,Aguilar Ltd,2015.0,4.0,-0.03,13.31
JDBUTWI,Aguilar Ltd,2016.0,1.0,-0.17,13.91
JDBUTWI,Aguilar Ltd,2016.0,2.0,0.0,13.6
JDBUTWI,Aguilar Ltd,2016.0,3.0,0.05,14.25
JDBUTWI,Aguilar Ltd,2016.0,4.0,-0.29,15.35
FAHI5MPEL,"Simmons, Hodges and Lutz",2015.0,1.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2015.0,2.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2015.0,3.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2015.0,4.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2016.0,1.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2016.0,2.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2016.0,3.0,,
FAHI5MPEL,"Simmons, Hodges and Lutz",2016.0,4.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2015.0,1.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2015.0,2.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2015.0,3.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2015.0,4.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2016.0,1.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2016.0,2.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2016.0,3.0,,
GK1CWF2H,"Freeman, Sutton and Lyons",2016.0,4.0,,
8WGJAIW2,"Dunn, Johns and Green",2015.0,1.0,,
8WGJAIW2,"Dunn, Johns and Green",2015.0,2.0,,
8WGJAIW2,"Dunn, Johns and Green",2015.0,3.0,,
8WGJAIW2,"Dunn, Johns and Green",2015.0,4.0,,
8WGJAIW2,"Dunn, Johns and Green",2016.0,1.0,,
8WGJAIW2,"Dunn, Johns and Green",2016.0,2.0,,
8WGJAIW2,"Dunn, Johns and Green",2016.0,3.0,,
8WGJAIW2,"Dunn, Johns and Green",2016.0,4.0,,
PXO90GFDS,Allen-Williams,2015.0,1.0,,
PXO90GFDS,Allen-Williams,2015.0,2.0,,
PXO90GFDS,Allen-Williams,2015.0,3.0,,
PXO90GFDS,Allen-Williams,2015.0,4.0,,
PXO90GFDS,Allen-Williams,2016.0,1.0,,
PXO90GFDS,Allen-Williams,2016.0,2.0,,
PXO90GFDS,Allen-Williams,2016.0,3.0,,
PXO90GFDS,Allen-Williams,2016.0,4.0,,
RURJT6MSM,"Yang, Copeland and Carter",2015.0,1.0,,
RURJT6MSM,"Yang, Copeland and Carter",2015.0,2.0,,
RURJT6MSM,"Yang, Copeland and Carter",2015.0,3.0,,
RURJT6MSM,"Yang, Copeland and Carter",2015.0,4.0,,
RURJT6MSM,"Yang, Copeland and Carter",2016.0,1.0,,
RURJT6MSM,"Yang, Copeland and Carter",2016.0,2.0,,
RURJT6MSM,"Yang, Copeland and Carter",2016.0,3.0,,
RURJT6MSM,"Yang, Copeland and Carter",2016.0,4.0,,
YQ7XPF8A,Sanchez-Wolfe,2015.0,3.0,,
YQ7XPF8A,Sanchez-Wolfe,2015.0,4.0,,
YQ7XPF8A,Sanchez-Wolfe,2016.0,1.0,,
YQ7XPF8A,Sanchez-Wolfe,2016.0,2.0,,
YQ7XPF8A,Sanchez-Wolfe,2016.0,3.0,,
YQ7XPF8A,Sanchez-Wolfe,2016.0,4.0,,
RZNK9PD,Little Group,2015.0,1.0,0.01,2.2
RZNK9PD,Little Group,2015.0,2.0,-0.44,2.61
RZNK9PD,Little Group,2015.0,3.0,-0.47,2.6
RZNK9PD,Little Group,2015.0,4.0,-0.39,2.59
RZNK9PD,Little Group,2016.0,1.0,-0.3,2.34
RZNK9PD,Little Group,2016.0,2.0,0.12,2.22
RZNK9PD,Little Group,2016.0,3.0,0.12,2.34
RZNK9PD,Little Group,2016.0,4.0,0.3,1.55
KKLFJX1,Jordan Group,2015.0,1.0,-0.06,0.92
KKLFJX1,Jordan Group,2015.0,2.0,-0.06,0.8599
KKLFJX1,Jordan Group,2015.0,3.0,-0.08,0.8
KKLFJX1,Jordan Group,2015.0,4.0,-0.15,0.68
KKLFJX1,Jordan Group,2016.0,1.0,-0.19,0.67
KKLFJX1,Jordan Group,2016.0,2.0,-0.16,0.4
KKLFJX1,Jordan Group,2016.0,3.0,-0.11,0.4
KKLFJX1,Jordan Group,2016.0,4.0,-0.05,0.575
03JO02G,"Williams, Lopez and Nielsen",2015.0,1.0,,
03JO02G,"Williams, Lopez and Nielsen",2015.0,2.0,,
03JO02G,"Williams, Lopez and Nielsen",2015.0,3.0,,
03JO02G,"Williams, Lopez and Nielsen",2015.0,4.0,,
03JO02G,"Williams, Lopez and Nielsen",2016.0,1.0,,
03JO02G,"Williams, Lopez and Nielsen",2016.0,2.0,,
03JO02G,"Williams, Lopez and Nielsen",2016.0,3.0,,
03JO02G,"Williams, Lopez and Nielsen",2016.0,4.0,,
3N7NQLXWN,Smith-Morgan,2015.0,1.0,0.5062,21.97
3N7NQLXWN,Smith-Morgan,2015.0,2.0,0.59,23.46
3N7NQLXWN,Smith-Morgan,2015.0,3.0,0.5048,22.61
3N7NQLXWN,Smith-Morgan,2015.0,4.0,0.49,23.59
3N7NQLXWN,Smith-Morgan,2016.0,1.0,0.4533,22.84
3N7NQLXWN,Smith-Morgan,2016.0,2.0,0.51,22.42
3N7NQLXWN,Smith-Morgan,2016.0,3.0,0.5771,21.53
3N7NQLXWN,Smith-Morgan,2016.0,4.0,0.55,22.74
MKGT9LA8,Johnston Group,2015.0,1.0,0.94,30.44
MKGT9LA8,Johnston Group,2015.0,2.0,0.96,32.65
MKGT9LA8,Johnston Group,2015.0,3.0,0.99,28.56
MKGT9LA8,Johnston Group,2015.0,4.0,1.03,32.93
MKGT9LA8,Johnston Group,2016.0,1.0,1.1,28.02
MKGT9LA8,Johnston Group,2016.0,2.0,1.16,25.31
MKGT9LA8,Johnston Group,2016.0,3.0,1.23,31.57
MKGT9LA8,Johnston Group,2016.0,4.0,1.31,39.47
BH8G52M,Roberts PLC,2015.0,1.0,-0.08,0.48
BH8G52M,Roberts PLC,2015.0,2.0,-0.08,0.43
BH8G52M,Roberts PLC,2015.0,3.0,-0.08,0.465
BH8G52M,Roberts PLC,2015.0,4.0,-0.07,0.33
BH8G52M,Roberts PLC,2016.0,1.0,-0.09,0.21
BH8G52M,Roberts PLC,2016.0,2.0,-0.08,0.175
BH8G52M,Roberts PLC,2016.0,3.0,-0.08,0.225
BH8G52M,Roberts PLC,2016.0,4.0,-0.08,0.15
QV7V4RD0,"Richards, Thompson and Levine",2015.0,1.0,,
QV7V4RD0,"Richards, Thompson and Levine",2015.0,2.0,,
QV7V4RD0,"Richards, Thompson and Levine",2015.0,3.0,,
QV7V4RD0,"Richards, Thompson and Levine",2015.0,4.0,,
QV7V4RD0,"Richards, Thompson and Levine",2016.0,1.0,,
QV7V4RD0,"Richards, Thompson and Levine",2016.0,2.0,,
QV7V4RD0,"Richards, Thompson and Levine",2016.0,3.0,,
QV7V4RD0,"Richards, Thompson and Levine",2016.0,4.0,,
UKSSPLW6M,Lowe Ltd,2015.0,1.0,,
UKSSPLW6M,Lowe Ltd,2015.0,2.0,,
UKSSPLW6M,Lowe Ltd,2015.0,3.0,,
UKSSPLW6M,Lowe Ltd,2015.0,4.0,,
UKSSPLW6M,Lowe Ltd,2016.0,1.0,,
UKSSPLW6M,Lowe Ltd,2016.0,2.0,,
UKSSPLW6M,Lowe Ltd,2016.0,3.0,,
UKSSPLW6M,Lowe Ltd,2016.0,4.0,,
SPGBLH8,Cruz-James,2015.0,1.0,0.84,5.95
SPGBLH8,Cruz-James,2015.0,2.0,0.61,5.81
SPGBLH8,Cruz-James,2015.0,3.0,0.67,5.55
SPGBLH8,Cruz-James,2015.0,4.0,0.96,5.1
SPGBLH8,Cruz-James,2016.0,1.0,0.75,5.7
SPGBLH8,Cruz-James,2016.0,2.0,0.8,5.88
SPGBLH8,Cruz-James,2016.0,3.0,0.26,6.42
SPGBLH8,Cruz-James,2016.0,4.0,0.0,6.12
QQ34YIIPY,"Jackson, Ellis and Gordon",2015.0,1.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2015.0,2.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2015.0,3.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2015.0,4.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2016.0,1.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2016.0,2.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2016.0,3.0,,
QQ34YIIPY,"Jackson, Ellis and Gordon",2016.0,4.0,,
H127UEL,Jackson Inc,2015.0,1.0,0.91,12.5
H127UEL,Jackson Inc,2015.0,2.0,0.91,11.64
H127UEL,Jackson Inc,2015.0,3.0,0.92,11.67
H127UEL,Jackson Inc,2015.0,4.0,0.93,11.4
H127UEL,Jackson Inc,2016.0,1.0,0.94,11.6
H127UEL,Jackson Inc,2016.0,2.0,0.93,11.9
H127UEL,Jackson Inc,2016.0,3.0,0.94,12.15
H127UEL,Jackson Inc,2016.0,4.0,0.95,12.15
25P702GCY,Miller Ltd,2015.0,1.0,0.56,7.45
25P702GCY,Miller Ltd,2015.0,2.0,0.59,7.01
25P702GCY,Miller Ltd,2015.0,3.0,0.51,5.28
25P702GCY,Miller Ltd,2015.0,4.0,0.43,4.87
25P702GCY,Miller Ltd,2016.0,1.0,0.43,4.36
25P702GCY,Miller Ltd,2016.0,2.0,0.31,3.92
25P702GCY,Miller Ltd,2016.0,3.0,0.38,4.41
25P702GCY,Miller Ltd,2016.0,4.0,0.43,5.18
E50AXD8,Boyd Inc,2015.0,1.0,0.85,12.34
E50AXD8,Boyd Inc,2015.0,2.0,0.85,13.06
E50AXD8,Boyd Inc,2015.0,3.0,0.84,12.1
E50AXD8,Boyd Inc,2015.0,4.0,0.85,13.01
E50AXD8,Boyd Inc,2016.0,1.0,0.85,13.38
E50AXD8,Boyd Inc,2016.0,2.0,0.87,13.5
E50AXD8,Boyd Inc,2016.0,3.0,0.91,14.52
E50AXD8,Boyd Inc,2016.0,4.0,0.93,18.8
5ZAL7M24,Watson LLC,2015.0,1.0,,11.0
5ZAL7M24,Watson LLC,2015.0,2.0,,14.6
5ZAL7M24,Watson LLC,2015.0,3.0,,13.5
5ZAL7M24,Watson LLC,2015.0,4.0,1.24,13.69
5ZAL7M24,Watson LLC,2016.0,1.0,,13.0
5ZAL7M24,Watson LLC,2016.0,2.0,,15.89
5ZAL7M24,Watson LLC,2016.0,3.0,,14.0
5ZAL7M24,Watson LLC,2016.0,4.0,2.45,14.3
W4B2PJ3FI,"Carr, Green and Mullins",2015.0,1.0,1.25,23.22
W4B2PJ3FI,"Carr, Green and Mullins",2015.0,2.0,1.34,25.76
W4B2PJ3FI,"Carr, Green and Mullins",2015.0,3.0,1.4,23.77
W4B2PJ3FI,"Carr, Green and Mullins",2015.0,4.0,1.33,23.99
W4B2PJ3FI,"Carr, Green and Mullins",2016.0,1.0,1.23,21.31
W4B2PJ3FI,"Carr, Green and Mullins",2016.0,2.0,1.18,22.69
W4B2PJ3FI,"Carr, Green and Mullins",2016.0,3.0,1.22,23.2
W4B2PJ3FI,"Carr, Green and Mullins",2016.0,4.0,1.41,31.05
91T0EV9Y9,"Rodriguez, Oliver and Soto",2015.0,1.0,2.31,43.21
91T0EV9Y9,"Rodriguez, Oliver and Soto",2015.0,2.0,2.31,50.65
91T0EV9Y9,"Rodriguez, Oliver and Soto",2015.0,3.0,2.31,44.44
91T0EV9Y9,"Rodriguez, Oliver and Soto",2015.0,4.0,2.3,46.75
91T0EV9Y9,"Rodriguez, Oliver and Soto",2016.0,1.0,2.29,48.71
91T0EV9Y9,"Rodriguez, Oliver and Soto",2016.0,2.0,2.28,49.26
91T0EV9Y9,"Rodriguez, Oliver and Soto",2016.0,3.0,2.3,50.88
91T0EV9Y9,"Rodriguez, Oliver and Soto",2016.0,4.0,2.29,62.93
KUJQ24PF,"Galloway, Sharp and Bush",2015.0,1.0,-0.33,1.85
KUJQ24PF,"Galloway, Sharp and Bush",2015.0,2.0,-0.32,2.45
KUJQ24PF,"Galloway, Sharp and Bush",2015.0,3.0,-0.51,1.6
KUJQ24PF,"Galloway, Sharp and Bush",2015.0,4.0,-0.32,1.4
KUJQ24PF,"Galloway, Sharp and Bush",2016.0,1.0,-0.32,0.99
KUJQ24PF,"Galloway, Sharp and Bush",2016.0,2.0,-0.33,1.08
KUJQ24PF,"Galloway, Sharp and Bush",2016.0,3.0,-0.15,0.89
KUJQ24PF,"Galloway, Sharp and Bush",2016.0,4.0,-0.15,0.616
6U7E260K,Bush-Jones,2015.0,1.0,3.05,57.09
6U7E260K,Bush-Jones,2015.0,2.0,3.1,63.03
6U7E260K,Bush-Jones,2015.0,3.0,3.06,62.77
6U7E260K,Bush-Jones,2015.0,4.0,3.18,66.06
6U7E260K,Bush-Jones,2016.0,1.0,3.4,66.64
6U7E260K,Bush-Jones,2016.0,2.0,3.56,69.99
6U7E260K,Bush-Jones,2016.0,3.0,3.74,77.11
6U7E260K,Bush-Jones,2016.0,4.0,3.93,92.14
HAXTCPUW,Bright-Adams,2015.0,1.0,-10.05,73.55
HAXTCPUW,Bright-Adams,2015.0,2.0,-9.38,69.11
HAXTCPUW,Bright-Adams,2015.0,3.0,-11.62,77.03
HAXTCPUW,Bright-Adams,2015.0,4.0,-12.23,84.82
HAXTCPUW,Bright-Adams,2016.0,1.0,-11.03,79.16
HAXTCPUW,Bright-Adams,2016.0,2.0,-9.92,79.0
HAXTCPUW,Bright-Adams,2016.0,3.0,-9.92,84.49
HAXTCPUW,Bright-Adams,2016.0,4.0,-8.54,91.38
EZG2TPBD4,Davis LLC,2015.0,1.0,3.01,45.01
EZG2TPBD4,Davis LLC,2015.0,2.0,3.05,39.78
EZG2TPBD4,Davis LLC,2015.0,3.0,2.99,33.86
EZG2TPBD4,Davis LLC,2015.0,4.0,3.11,35.34
EZG2TPBD4,Davis LLC,2016.0,1.0,3.01,39.12
EZG2TPBD4,Davis LLC,2016.0,2.0,2.92,35.17
EZG2TPBD4,Davis LLC,2016.0,3.0,2.93,35.42
EZG2TPBD4,Davis LLC,2016.0,4.0,3.19,38.2
EFMC4GF,Mcintosh-Tanner,2015.0,1.0,-0.66,4.2
EFMC4GF,Mcintosh-Tanner,2015.0,2.0,-0.59,4.2
EFMC4GF,Mcintosh-Tanner,2015.0,3.0,-0.61,4.01
EFMC4GF,Mcintosh-Tanner,2015.0,4.0,-0.17,3.25
EFMC4GF,Mcintosh-Tanner,2016.0,1.0,-0.15,2.85
EFMC4GF,Mcintosh-Tanner,2016.0,2.0,-0.24,3.15
EFMC4GF,Mcintosh-Tanner,2016.0,3.0,-0.28,3.3
EFMC4GF,Mcintosh-Tanner,2016.0,4.0,-0.12,3.25
I9XRRC9HX,Rush PLC,2015.0,1.0,5.12,74.04
I9XRRC9HX,Rush PLC,2015.0,2.0,5.51,70.89
I9XRRC9HX,Rush PLC,2015.0,3.0,6.5,71.8
I9XRRC9HX,Rush PLC,2015.0,4.0,6.3,100.0
I9XRRC9HX,Rush PLC,2016.0,1.0,6.38,91.07
I9XRRC9HX,Rush PLC,2016.0,2.0,6.68,95.25
I9XRRC9HX,Rush PLC,2016.0,3.0,8.65,99.5
I9XRRC9HX,Rush PLC,2016.0,4.0,10.19,158.18
KX3MASK,"Carpenter, Montoya and Nguyen",2015.0,1.0,-1.48,16.16
KX3MASK,"Carpenter, Montoya and Nguyen",2015.0,2.0,-1.45,16.29
KX3MASK,"Carpenter, Montoya and Nguyen",2015.0,3.0,-0.32,16.01
KX3MASK,"Carpenter, Montoya and Nguyen",2015.0,4.0,-0.26,15.66
KX3MASK,"Carpenter, Montoya and Nguyen",2016.0,1.0,-0.25,14.85
KX3MASK,"Carpenter, Montoya and Nguyen",2016.0,2.0,-0.16,17.03
KX3MASK,"Carpenter, Montoya and Nguyen",2016.0,3.0,-0.17,17.53
KX3MASK,"Carpenter, Montoya and Nguyen",2016.0,4.0,-0.07,17.14
9RERIZLT,Austin and Sons,2015.0,1.0,0.19,8.47
9RERIZLT,Austin and Sons,2015.0,2.0,0.85,7.62
9RERIZLT,Austin and Sons,2015.0,3.0,-0.39,6.56
9RERIZLT,Austin and Sons,2015.0,4.0,0.14,6.35
9RERIZLT,Austin and Sons,2016.0,1.0,-0.42,6.65
9RERIZLT,Austin and Sons,2016.0,2.0,-1.05,6.94
9RERIZLT,Austin and Sons,2016.0,3.0,-0.06,7.42
9RERIZLT,Austin and Sons,2016.0,4.0,0.69,6.82
KB5Q6IY,Nichols Inc,2015.0,1.0,,
KB5Q6IY,Nichols Inc,2015.0,2.0,,
KB5Q6IY,Nichols Inc,2015.0,3.0,,
KB5Q6IY,Nichols Inc,2015.0,4.0,,
KB5Q6IY,Nichols Inc,2016.0,1.0,,
KB5Q6IY,Nichols Inc,2016.0,2.0,,
KB5Q6IY,Nichols Inc,2016.0,3.0,,
KB5Q6IY,Nichols Inc,2016.0,4.0,,
SB4IU5QK2,"Berry, Howard and Chung",2015.0,1.0,,
SB4IU5QK2,"Berry, Howard and Chung",2015.0,2.0,,
SB4IU5QK2,"Berry, Howard and Chung",2015.0,3.0,,
SB4IU5QK2,"Berry, Howard and Chung",2015.0,4.0,,
SB4IU5QK2,"Berry, Howard and Chung",2016.0,1.0,,
SB4IU5QK2,"Berry, Howard and Chung",2016.0,2.0,,
SB4IU5QK2,"Berry, Howard and Chung",2016.0,3.0,,
SB4IU5QK2,"Berry, Howard and Chung",2016.0,4.0,,
1CAE8V11O,Bush Ltd,2015.0,1.0,1.78,54.42
1CAE8V11O,Bush Ltd,2015.0,2.0,2.78,53.15
1CAE8V11O,Bush Ltd,2015.0,3.0,2.72,46.86
1CAE8V11O,Bush Ltd,2015.0,4.0,-0.96,35.79
1CAE8V11O,Bush Ltd,2016.0,1.0,-0.89,46.9
1CAE8V11O,Bush Ltd,2016.0,2.0,-0.33,53.75
1CAE8V11O,Bush Ltd,2016.0,3.0,-0.28,60.25
1CAE8V11O,Bush Ltd,2016.0,4.0,3.58,71.52
PNBUJIAP,Vasquez Inc,2015.0,1.0,0.69,14.25
PNBUJIAP,Vasquez Inc,2015.0,2.0,0.73,14.06
PNBUJIAP,Vasquez Inc,2015.0,3.0,0.72,10.81
PNBUJIAP,Vasquez Inc,2015.0,4.0,0.68,11.89
PNBUJIAP,Vasquez Inc,2016.0,1.0,0.66,12.74
PNBUJIAP,Vasquez Inc,2016.0,2.0,0.56,12.24
PNBUJIAP,Vasquez Inc,2016.0,3.0,0.57,11.87
PNBUJIAP,Vasquez Inc,2016.0,4.0,0.62,13.15
W1AA5TT,Grimes-King,2015.0,1.0,-0.98,0.25
W1AA5TT,Grimes-King,2015.0,2.0,-0.97,0.12
W1AA5TT,Grimes-King,2015.0,3.0,-0.9,0.8
W1AA5TT,Grimes-King,2015.0,4.0,-0.97,0.85
W1AA5TT,Grimes-King,2016.0,1.0,-1.0,1.65
W1AA5TT,Grimes-King,2016.0,2.0,-0.94,0.42
W1AA5TT,Grimes-King,2016.0,3.0,-1.0,0.3601
W1AA5TT,Grimes-King,2016.0,4.0,-1.0,0.11
L1DEW88,"Williams, Weaver and Aguilar",2015.0,1.0,1.93,30.87
L1DEW88,"Williams, Weaver and Aguilar",2015.0,2.0,1.96,29.53
L1DEW88,"Williams, Weaver and Aguilar",2015.0,3.0,1.93,26.6
L1DEW88,"Williams, Weaver and Aguilar",2015.0,4.0,1.86,23.85
L1DEW88,"Williams, Weaver and Aguilar",2016.0,1.0,1.96,23.43
L1DEW88,"Williams, Weaver and Aguilar",2016.0,2.0,1.89,23.3
L1DEW88,"Williams, Weaver and Aguilar",2016.0,3.0,1.99,22.8
L1DEW88,"Williams, Weaver and Aguilar",2016.0,4.0,2.23,23.45
HZAPNDA,"Jordan, Robertson and Williams",2015.0,1.0,0.38,49.4
HZAPNDA,"Jordan, Robertson and Williams",2015.0,2.0,0.6,50.0
HZAPNDA,"Jordan, Robertson and Williams",2015.0,3.0,0.83,47.55
HZAPNDA,"Jordan, Robertson and Williams",2015.0,4.0,1.0,50.75
HZAPNDA,"Jordan, Robertson and Williams",2016.0,1.0,1.22,53.92
HZAPNDA,"Jordan, Robertson and Williams",2016.0,2.0,1.19,56.79
HZAPNDA,"Jordan, Robertson and Williams",2016.0,3.0,1.23,60.5078
HZAPNDA,"Jordan, Robertson and Williams",2016.0,4.0,1.32,60.9
NS8UVJ18,Mendoza Group,2015.0,1.0,,
NS8UVJ18,Mendoza Group,2015.0,2.0,,
NS8UVJ18,Mendoza Group,2015.0,3.0,,
NS8UVJ18,Mendoza Group,2015.0,4.0,,
NS8UVJ18,Mendoza Group,2016.0,1.0,,
NS8UVJ18,Mendoza Group,2016.0,2.0,,
NS8UVJ18,Mendoza Group,2016.0,3.0,,
NS8UVJ18,Mendoza Group,2016.0,4.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2015.0,1.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2015.0,2.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2015.0,3.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2015.0,4.0,,19.02
1TYLPMHEB,"Smith, Townsend and Underwood",2016.0,1.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2016.0,2.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2016.0,3.0,,
1TYLPMHEB,"Smith, Townsend and Underwood",2016.0,4.0,,
ID0FA8SO,Thomas LLC,2015.0,1.0,,8.71
ID0FA8SO,Thomas LLC,2015.0,2.0,,
ID0FA8SO,Thomas LLC,2015.0,3.0,,
ID0FA8SO,Thomas LLC,2015.0,4.0,,
ID0FA8SO,Thomas LLC,2016.0,1.0,,
ID0FA8SO,Thomas LLC,2016.0,2.0,,
ID0FA8SO,Thomas LLC,2016.0,3.0,,
ID0FA8SO,Thomas LLC,2016.0,4.0,,
22M5EFTND,Avila Group,2015.0,1.0,,5.52
22M5EFTND,Avila Group,2015.0,2.0,,5.55
22M5EFTND,Avila Group,2015.0,3.0,,4.73
22M5EFTND,Avila Group,2015.0,4.0,,
22M5EFTND,Avila Group,2016.0,1.0,,4.46
22M5EFTND,Avila Group,2016.0,2.0,,5.04
22M5EFTND,Avila Group,2016.0,3.0,,5.24
22M5EFTND,Avila Group,2016.0,4.0,,4.92
M7MHGINJX,Wilkerson-Nguyen,2015.0,1.0,,
M7MHGINJX,Wilkerson-Nguyen,2015.0,2.0,,
M7MHGINJX,Wilkerson-Nguyen,2015.0,3.0,,
M7MHGINJX,Wilkerson-Nguyen,2015.0,4.0,,
M7MHGINJX,Wilkerson-Nguyen,2016.0,1.0,,
M7MHGINJX,Wilkerson-Nguyen,2016.0,2.0,,
M7MHGINJX,Wilkerson-Nguyen,2016.0,3.0,,
M7MHGINJX,Wilkerson-Nguyen,2016.0,4.0,,
910VETS3,Bennett Ltd,2015.0,1.0,,
910VETS3,Bennett Ltd,2015.0,2.0,,7.15
910VETS3,Bennett Ltd,2015.0,3.0,,6.15
910VETS3,Bennett Ltd,2015.0,4.0,,
910VETS3,Bennett Ltd,2016.0,1.0,,
910VETS3,Bennett Ltd,2016.0,2.0,,5.69
910VETS3,Bennett Ltd,2016.0,3.0,,5.99
910VETS3,Bennett Ltd,2016.0,4.0,,5.56
JCIE182YF,"Foster, Conley and Mcdonald",2015.0,1.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2015.0,2.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2015.0,3.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2015.0,4.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2016.0,1.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2016.0,2.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2016.0,3.0,,
JCIE182YF,"Foster, Conley and Mcdonald",2016.0,4.0,,
DWWW22291,Rivera-Mcneil,2015.0,1.0,,
DWWW22291,Rivera-Mcneil,2015.0,2.0,,
DWWW22291,Rivera-Mcneil,2015.0,3.0,,
DWWW22291,Rivera-Mcneil,2015.0,4.0,,
DWWW22291,Rivera-Mcneil,2016.0,1.0,,7.85
7YDTOVBWL,"Thomas, Davis and Reed",2015.0,1.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2015.0,2.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2015.0,3.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2015.0,4.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2016.0,1.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2016.0,2.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2016.0,3.0,,
7YDTOVBWL,"Thomas, Davis and Reed",2016.0,4.0,,
GJ4PQ07,Atkinson-Gonzalez,2015.0,1.0,,21.35
GJ4PQ07,Atkinson-Gonzalez,2015.0,2.0,,20.9
GJ4PQ07,Atkinson-Gonzalez,2015.0,3.0,,15.72
GJ4PQ07,Atkinson-Gonzalez,2015.0,4.0,,
GJ4PQ07,Atkinson-Gonzalez,2016.0,1.0,,14.64
GJ4PQ07,Atkinson-Gonzalez,2016.0,2.0,,16.38
GJ4PQ07,Atkinson-Gonzalez,2016.0,3.0,,14.91
GJ4PQ07,Atkinson-Gonzalez,2016.0,4.0,,
34Y2MHQ,Alexander-Mcfarland,2015.0,1.0,,
34Y2MHQ,Alexander-Mcfarland,2015.0,2.0,,
34Y2MHQ,Alexander-Mcfarland,2015.0,3.0,,
34Y2MHQ,Alexander-Mcfarland,2015.0,4.0,,
34Y2MHQ,Alexander-Mcfarland,2016.0,1.0,,
34Y2MHQ,Alexander-Mcfarland,2016.0,2.0,,
34Y2MHQ,Alexander-Mcfarland,2016.0,3.0,,
34Y2MHQ,Alexander-Mcfarland,2016.0,4.0,,
MKYWSR5,Guzman PLC,2015.0,1.0,,
MKYWSR5,Guzman PLC,2015.0,2.0,,
MKYWSR5,Guzman PLC,2015.0,3.0,,
MKYWSR5,Guzman PLC,2015.0,4.0,,
MKYWSR5,Guzman PLC,2016.0,1.0,,
MKYWSR5,Guzman PLC,2016.0,2.0,,
MKYWSR5,Guzman PLC,2016.0,3.0,,
MKYWSR5,Guzman PLC,2016.0,4.0,,
OETR2DQEC,Hart-Roberts,2015.0,1.0,,
OETR2DQEC,Hart-Roberts,2015.0,2.0,,
OETR2DQEC,Hart-Roberts,2015.0,3.0,,
OETR2DQEC,Hart-Roberts,2015.0,4.0,,
OETR2DQEC,Hart-Roberts,2016.0,1.0,,
OETR2DQEC,Hart-Roberts,2016.0,2.0,,
OETR2DQEC,Hart-Roberts,2016.0,3.0,,
OETR2DQEC,Hart-Roberts,2016.0,4.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2015.0,1.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2015.0,2.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2015.0,3.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2015.0,4.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2016.0,1.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2016.0,2.0,,
RFLXY1L3H,"Johnson, Diaz and Ross",2016.0,3.0,,
